id,targeted,creation_time,post_owner.id,post_owner.name,post_owner.username,Country,Facebook,text,comments/questions,language,politics,domestic_politics,foreign_politics,resource_distribution,resource_distribution_by_whom1,resource_distribution_for_whom1,resource_distribution_for_whom_ethnic1,resource_distribution_for_whom_region1,resource_distribution_gender,climate_change,topic01,topic02,topic03,pro_us,pro_russia,pro_china,pro_un,pro_imf,pro_democracy,anti_western,national_unity,national_unity_narrow,subgroup_unity,subgroup_unity_text,african_unity,political_opponents,political_opponents_viol,religion,,gd comments
4.29582E+15,0,2025-04-11T07:18:45+00:00,397623383168876,Ikulu Tanzania,ikulu.mawasiliano,NA,NA,"Forging Ties, Shaping the Future: A Game Changer in Tanzania-Angola Relations By H.E. Samia Suluhu Hassan, President of the United Republic of Tanzania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895544763318170,1,2024-04-22T12:37:57+00:00,868553364646643,رئاسة مجلس الوزراء المصري,EgyptianCabinet,Egypt,https://www.facebook.com/EgyptianCabinet/,"رئيس الوزراء يبحث مع مسئولي إمارة الفجيرة وشركة بروج للاستثمارات والغاز خطط التوسع المستقبلية في السوق المصرية

بحث توقيع اتفاق مبدئي بين مصر وإمارة الفجيرة وشركة ""بروج"" لتأسيس منطقة حرة مُتخصصة بإنتاج وتخزين وتداول البترول ومُشتقاته

عقد الدكتور مصطفى مدبولي، رئيس مجلس الوزراء، اجتماعًا مساء أمس، بمقر الحكومة بالعاصمة الإدارية الجديدة، مع سعادة السيد/ محمد سعيد الضنحاني، مدير الديوان الأميري لإمارة الفجيرة بدولة الإمارات العربية المتحدة، لاستعراض خطط التوسع المُستقبلية في السوق المصرية في مجال النفط والغاز، وذلك بحضور كل من السيد/ سهيل بن سهيل بن فارس المزروعي، عضو مجلس إدارة شركة بروج للاستثمارات والغاز، والسيد/ حسام سلمان، مالك شركة بروج، والسيد/ أحمد عادل، المُستشار القانوني للشركة، والسيد وزير مفوض/ أشرف حمدي، القنصل التجاري بدبي، والمهندس/ أحمد العبد، رئيس شركة كونكورد للمقاولات، وممثلي عددٍ من الجهات المعنية.

وفي مستهل الاجتماع، أعرب رئيس الوزراء عن تقديره لعمق العلاقات الثنائية المُميزة التي تربط بين مصر ودولة الإمارات العربية المتحدة، مؤكداً حرص الحكومة المصرية على تعميق التعاون مع دولة الإمارات في مختلف المجالات، لاسيما في مجال التعاون الاقتصادي الذي يشهد تطورًا ملحوظاً خلال الآونة الأخيرة.

وخلال الاجتماع، استعرض سعادة/ محمد سعيد الضنحاني، خطط التوسع المستقبلية بالسوق المصرية في مجال النفط والغاز، وبالأخص توقيع الاتفاق المبدئي بين الحكومة المصرية وإمارة الفجيرة وشركة بروج للاستثمارات والغاز، معتبراً أن هذا الاتفاق سيسهم في تعزيز العلاقات في مجال النفط والغاز من حيث تنفيذ مشروعات البنية التحتية والخدمية في قطاع البترول بجمهورية مصر العربية؛ بما في ذلك إنتاج وتخزين وتداول واستيراد وتصدير وإعادة تصدير وتكرير البترول ومشتقاته، وذلك في ضوء خبرة الشركة في هذا المجال، بما يعود بالفائدة الاقتصادية الكبيرة على البلدين الشقيقين، ويدفع عجلة النمو الاقتصادي بهما.

وأشار مدير الديوان الأميري إلى أن إمارة الفجيرة تعدُ مركزاً استراتيجياً عالمياً في مجال تخزين وتداول النفط ومشتقاته، وتحتلُ مكانة مُتميزة بين أكبر 3 مراكز تخزين في العالم، وهناك رغبة جادة من الشركة لنقل خبرتها في هذا المجال إلى الأشقاء في جمهورية مصر العربية.

من جانبه؛ أوضح السيد/ سهيل بن سهيل بن فارس المزروعي؛ أن دولة الإمارات العربية المتحدة تربطها بجمهورية مصر العربية علاقات أخوية وثنائية متينة وقوية، عززتها رؤية البلدين الشقيقين لتحقيق التقدم والنمو في مختلف القطاعات وأهمها القطاع الاقتصادي؛ لافتاً إلى أن هذا الاتفاق المبدئي سيجعل الشركة تمضي بخطى ثابتة لإنشاء وتطوير مشروع عملاق من شأنه أن يدعم القطاع النفطي بمصر، في ظل إمكانات هذا القطاع الذي نجح في جعل مصر الوِجهَة الأكثر استقطاباً للاستثمارات؛ خاصة من دولة الإمارات العربية المتحدة.

وفي ختام الاجتماع، أشاد رئيس الوزراء بالرغبة الجادة والعرض المقدم من قِبل الشركة، وأكد دعمه الكامل لتنفيذ مثل هذه المشروعات، والوصول إلى نتائج في أسرع وقت ممكن.

#رئاسة_مجلس_الوزراء",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190222529849553,1,2024-08-18T09:34:57+00:00,868553364646643,رئاسة مجلس الوزراء المصري,EgyptianCabinet,Egypt,https://www.facebook.com/EgyptianCabinet/,"بيان صادر عن الهيئة العامة للرعاية الصحية:

بالصور.. تعرف على مستشفى الكرنك الدولي بالأقصر الحاصلة على درجة الاعتماد طبقًا للمعايير القومية GAHAR المعترف بها دوليًا من منظمة الإسكوا العالمية

رئيس هيئة الرعاية الصحية: 2,2 مليون خدمة طبية قدمتها مستشفى الكرنك الدولي منذ تشغيله تحت مظلة التأمين الصحي الشامل بمحافظة الأقصر حتى الآن 

رئيس هيئة الرعاية الصحية: مستشفى الكرنك الدولي تقدم كافة التدخلات الطبية ومختلف الحزم العلاجية وفق آخر البروتوكولات العلاجية المستحدثة 

رئيس هيئة الرعاية الصحية: مستشفى الكرنك الدولي من أهم  محاور السياحة العلاجية واستقبلت سائحين من أكثر من 43 دولة .. وحازت على العديد من الإشادات من السائحين الأجانب 

رئيس هيئة الرعاية الصحية يثمن جهود كتيبة العمل بمستشفى الكرنك الدولي وكل من ساهم في حصول المستشفى على درجة الاعتماد القومية المعترف بها عالميًا 

رئيس هيئة الرعاية الصحية يعرب عن فخره باعتماد 60 منشأة تابعة للهيئة بمحافظة الأقصر وفقًا لدرجات الاعتماد المختلفة بواقع 99% من إجمالي منشآت الهيئة بالمحافظة

=======================

أعلنت الهيئة العامة للرعاية الصحية، عن اعتماد مستشفى الكرنك الدولي التابعة للهيئة بمحافظة الأقصر، وذلك وفقًا لمعايير الاعتماد القومية GAHAR والمعترف بها من الإسكوا ISQua العالمية .

وأشارت الهيئة أن مستشفى الكرنك الدولي التابعة للهيئة بمحافظة الأقصر تقدم العديد من الحزم الطبية والعلاجية للمرضى وفقاً لأحدث الإرشادات والبروتوكولات العلاجية الدولية فى مختلف التخصصات وأبرزها  «الباطنة، الجراحة العامة، جراحة مناظير عظام ، جراحة مخ وأعصاب، جراحة أورام د، جراحة قلب وصدر ، جراحة أنف وأذن، جراحة تجميل ،زراعة قوقعة، العظام ، الأطفال، الأوعية الدموية، الكُلى، التخدير » وذلك على يد نخبة من أمهر الأطباء والاستشاريين والاخصائيين والفنيين لضمان تقديم الخدمات الطبية المتميزة طبقًا لمعايير الجودة العالمية، كما تعد من أهم محاور السياحة العلاجية بمحافظة الأقصر لموقعها المتميز والإطلالة النيلية لغرف إقامة المرضى، وقد حازت على العديد من الإشادات من السائحين الأجانب حيث أستقبلت سائحين من أكثر من 43 دولة حتى الآن.

وأوضح بيان الهيئة، أن مستشفى الكرنك الدولي قدمت أكثر من 2.2 مليون خدمة طبية منذ انضمامها للعمل تحت مظلة التأمين الصحي الشامل وحتى الآن، وشملت العديد من الخدمات الطبية في مختلف التخصصات منها تدخلات جراحية كبرى ومتوسطة وصغرى، إلى جانب جراحات متقدمة وذات طابع خاص وذات مهارة، إلى جانب خدمات الأشعة والمعامل والعيادات الخارجية و الطوارئ والغسيل الكلوي، بالإضافة للخدمات بالقسم الداخلى والعناية المركزة، فيما تبلغ الطاقة الاستيعابية للمستشفى 67 سرير داخلي ،2 أجنحه فندقية، 21 سرير عناية، 43 ماكينة غسيل كُلوى ، فضلًا عن 6 غرف عمليات ،وغرفة جراحة مناظير جهاز هضمي، بالإضافة إلى 22 سرير طوارئ.

ومن جانبه أشار الدكتور أحمد السبكي رئيس هيئة الرعاية الصحية، والمشرف العام على مشروعي التأمين الصحي الشامل وحياة كريمة بوزارة الصحة والسكان، إلى إجمالي المنشآت الصحية الحاصلة على درجة الاعتماد القومية المعترف بها عالميًا بمحافظة الأقصر، والتي بلغ عددها 60 منشأة صحية تم اعتمادها وفقاً لمعايير الاعتماد القومية GAHAR.

و هنأ الدكتور أحمد السبكي، كتيبة العمل بمستشفى الكرنك الدولي، مثمنًا جهود كل من ساهم في الوصول إلى اجتياز معايير الاعتماد القومية GAHAR، والمعترف بها دوليًا من الجمعية الدولية لجودة الرعاية الصحية (إسكوا)، معربًا عن فخره باعتماد 99% من منشآت الهيئة بمحافظة الأقصر وفقًا لدرجات الاعتماد المختلفة.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830566270048685,1,2024-02-11T17:41:06+00:00,1.19934E+15,حكومتنا,HAKOMITNA,Libya,https://www.facebook.com/@HAKOMITNA,"وزير الداخلية المكلف لواء عماد الطرابلسي يناقش مع نائبة الممثل الخاص للأمين العام للأمم المتحدة في #ليبيا ومنسقة الشؤون الإنسانية جورجيت غانيون، والوفد المرافق لها، التعاون المشترك وجهود مكافحة الهجرة، وتحسين مراكز الإيواء خاصةً للأطفال والنساء، وسبل ترحيلهم طوعياً إلى بلدانهم.

#حكومتنا
#حكومة_الوحدة_الوطنية",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.39835E+15,1,2024-09-06T15:40:43+00:00,397623383168876,Ikulu Tanzania,ikulu.mawasiliano,NA,NA,"Rais wa Jamhuri ya Muungano wa Tanzania Mhe. Dkt. Samia Suluhu Hassan akutana na Watanzania wanaoishi nchini China (Diaspora) wakiwemo wafanyakazi, wanafunzi na wafanyabiashara,  Jijini Beijing tarehe 06 Septemba, 2024.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305049780009874,1,2024-11-26T18:03:21+00:00,1022824378806166,Presidência da República - Angola,PresidedaRepublica,Angola,https://www.facebook.com/@PresidedaRepublica,"MAGNATA NIGERIANO RECEBIDO NA CIDADE ALTA 

O Presidente da República, João Lourenço, recebeu hoje, em audiência, Aliko Dangote, Presidente e CEO da multinacional nigeriana Dangote.

À saída, Aliko Dangote disse aos jornalistas que abordou com o Chefe de Estado aspectos relacionados com projectos nas áreas da agricultura, petróleo e gás, entre outros, que o grupo empresarial pretende incrementar em Angola.

Ressaltou que tem encetado contactos com as autoridades angolanas no sentido da multinacional Dangote participar no projecto do Corredor do Lobito.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692942040224564,1,2025-05-30T15:28:15+00:00,868553364646643,رئاسة مجلس الوزراء المصري,EgyptianCabinet,Egypt,https://www.facebook.com/EgyptianCabinet/,"📌 مصر تدين قرار الاحتلال الإسرائيلي بالموافقة على إنشاء ٢٢ مستوطنة جديدة في الضفة الغربية المحتلة

 ...............................................................

بيان صادر عن وزارة الخارجية والهجرة وشئون المصريين بالخارج:

تدين جمهورية مصر العربية بأشد العبارات قرار الإحتلال الإسرائيلي بالموافقة على إنشاء ٢٢ مستوطنة جديدة في الضفة الغربية المحتلة في استفزاز وانتهاك صارخ جديد للقانون الدولي والحقوق الفلسطينية، ويرفضه المجتمع الدولي المتطلع للسلام على أسس عادلة.

وتشدد جمهورية مصر العربية على ما يمثله هذا القرار من مخالفة فادحة لقرارات الشرعية الدولية، وعلى رأسها اتفاقية جنيف الرابعة، وقرارات مجلس الأمن بما فى ذلك قرار ٢٣٣٤، بالإضافة إلى الرأي الاستشاري لمحكمة العدل الدولية بشأن الاحتلال الإسرائيلي للأراضي الفلسطينية.

وتؤكد جمهورية مصر العربية على أن إقامة دولة فلسطينية مستقلة على خطوط ٤ يونيو ١٩٦٧ وعاصمتها القدس الشرقية هو حق غير قابل للتصرف للشعب الفلسطيني، ومطلب دولي مشروع لا رجعة فيه، وأن المستوطنات الاسرائيلية ليس لها أي أساس قانوني وتشكل انتهاكًا صارخًا للقانون الدولي واتفاقيات جنيف الرابعة التى تؤكد عدم جواز قيام دولة إحتلال أن ترحل أو تنقل جزءاً من سكانها إلى الأراضي التي تحتلها. كما تشكل المستوطنات الاسرائيلية عقبة رئيسية أمام تحقيق حل الدولتين والسلام العادل والدائم والشامل.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902037386039126,1,2025-06-04T11:10:09+00:00,1569311277252332,José Maria Neves Presidente,JMNPresidente,Cape Verde,https://www.facebook.com/@JMNPresidente,"PR visita Associação Maense e destaca seu impacto na diáspora e na ilha 

No quarto dia da Presidência na Diáspora, o Presidente da República visitou, esta manhã, a Associação Maense em Portugal (AMP), reconhecendo o seu papel crucial no reforço da formação académica e na inclusão universitária e comunitária dos cabo-verdianos.  

José Maria Neves destacou também o papel que a associação tem exercido no desenvolvimento da ilha do Maio e no fortalecimento de laços entre a diáspora e sua terra natal.  

O Presidente da AMP destacou o impacto mobilizador da participação de José Maria Neves em eventos que vêm promovendo e reafirmou o compromisso com uma ilha do Maio mais capacitada e digna.  

Presente na visita, o Presidente da Junta de Freguesia local destacou a associação como um exemplo entre as comunidades imigradas e prometeu continuar a criar condições para a sua atuação.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544795644811430,1,2024-10-24T08:31:27+00:00,859195032278490,المتحدث الرسمي لرئاسة الجمهورية-Spokesman for the Egyptian Presidency,Egy.Pres.Spokesman,Egypt,https://www.facebook.com/Egy.Pres.Spokesman,"كلمة السيد الرئيس/ عبــد الفتــاح السيســي خلال قمة ""بريكس بلس"":

بسم الله الرحمن الرحيم

فخامة الرئيس/ فلاديمير بوتين..
     رئيس روسيا الاتحادية؛
أصحاب الجلالة والفخامة..
 رؤســـاء الـــدول والحــكـومــات؛
الحضور الكريم؛

      أعرب مجددا عن تقديرى، لفخامة الرئيس ""فلاديمير بوتين""، لدعوته لاجتماع اليوم بصيغة ""بريكس بلـس"".. كما أرحب بالسادة رؤساء الدول والحكومات المشاركين فى الاجتماع، الذى يؤكد الأهمية المتزايدة لتجمع البريكس.. باعتباره تجمعا قائما على التعاون والاحترام المتبادل بين الدول، ويعكس كذلك حرص التجمع، على تكثيف التشاور والتنسيق الفعال، مع الدول الصديقة والمؤثرة من خارجه، بهدف تحقيق مصالحنا المشتركة. 

السيدات والسادة،
       يأتى اجتماع اليوم فى ظرف دولى دقيق، يموج بالأزمات والتحديات المركبة، ويشهد تهديدا لمصداقية النظام الدولى متعدد الأطراف، وتغلب عليه النزعات الحمائية والسياسات الأحادية.. حيث تؤمن مصر، فى خضم هذا التشتت، بضرورة تكاتف الدول النامية، وتعزيز التعاون ""جنوب – جنوب""، كإحدى السبل المهمة لمواجهة التحديات الراهنة.. حيث كانت مصر دوما فى طليعة الدول، التى حرصت على تعزيز التعاون بين الدول النامية .. فضلا عن سعيها الدءوب، لدعم مصالح وأولويات دول الجنوب، فى مختلف المحافل الدولية.
 
    وفى هذا الإطار، لا يمكن أن نتحدث عن الأزمات والتحديات الدولية الراهنة، بدون الحديث عن الأزمة التى تشهدها منطقة الشرق الأوسط، على وقع الحرب الإسرائيلية المستمرة، لما يزيد عن العام، على أبناء الشعب الفلسطينى المحاصرين بقطاع غزة، والمحاطين بأشكال القتل والترويع كافة .. وامتداد هذه الاعتداءات إلى الأراضى اللبنانية، مما يعد أكبر دليل، على ما وصل إليه عالمنا اليوم، والنظام الدولى، من تفريغ للمبـــــادئ وازدواجية للمعايير.. فضلا عن غياب المحاسبة والعدالة، إزاء الانتهاكات التى ترتكب فى حق المواثيق الدولية، وقواعد القانون الدولى والإنسانى.. الأمر الذى نتجت عنه كارثة إنسانية غير مسبوقة، واستمرار الحرب وتوسعها .. وهى كلها شواهد تفرض تضافر الجهود الدولية، لوقف التصعيد الخطير فى المنطقة، ومنع انزلاقها إلى حرب شاملة.. وخاصة فى ظل امتداد الصراعات بالمنطقة، لتشمل العديد من الدول، وامتداد تلك الصراعات، لتؤثر سلبا على حركة الملاحة بخليج عدن والبحر الأحمر، وعلى حركة التجارة الدولية واستقرار سلاسل الإمداد العالمية. 

أصحاب الجلالة والفخامة،
       تثمن مصر محفل ""البريكس بلس""، باعتباره منصة لدفع التعاون وتعزيز التشاور، بين تجمع البريكس ودول الجنوب، وفى هذا الإطار، أود الإشارة إلى النقاط التالية:

      أولا - أهمية تعظيم الاستفادة من بنوك التنمية متعددة الأطراف، لتكون أكثر قدرة على تعزيز نفاذ الدول النامية للتمويل الميسر، بما فى ذلك النفاذ لتمويل المناخ ..  ونؤكد على الدور المهم لكل من ""بنك التنمية الجديد""، و""البنك الآسيوى للاستثمار فى البنية التحتية""، فى توفير التمويل اللازم والميسر للدول النامية، لتنفيذ المشروعات التنموية فى قطاعات متعددة.

      ثانيا - ضرورة استثمار اجتماعات ""البريكس بلس"" لتعزيز التعاون ""جنوب – جنوب""، وتكثيف تبادل الخبرات فى مختلف المجالات.. فضلا عن تنفيذ مشروعات مشتركة لتحقيق المنفعة المتبادلة. 
وأود فى هذا المقام، أن أؤكد استعداد مصر لمواصلة جهودها، لتنفيذ العديد من مشروعات التعاون الفنى وبناء القدرات مع الدول الراغبة فى ذلك.

      ثالثا - أهمية استمرار التعاون والتشاور بين الدول النامية، لضمان الحفاظ على فاعلية المنظومة الدولية متعددة الأطراف، والتصدى بشكل جماعى، لمحاولات فرض سياسات أحادية ومنفردة، بما يضر بمصالح دولنا.

 السيدات والسادة،
     فى ختام كلمتى، أؤكد لكم التزام مصر الكامل، بتعزيز العمل والتعاون المشترك، بين دول تجمع البريكس ودول الجنوب، بما يحقق أهدافنا المشتركة، وتطلعات شعوبنا فى مستقبل أفضل.

          أشكركم..
والسلام عليكم ورحمة الله وبركاته.

———————

Your Excellency, President Vladimir Putin,
President of the Russian Federation,

Your Majesties and Excellencies,
Heads of State and Government,

Honorable Attendees,
I would like, once again, to express my appreciation to His Excellency, President Vladimir Putin, for his invitation to today’s meeting, which convenes under the expanded BRICS Plus format.

I also extend a warm welcome to the heads of state and government attending today’s meeting, which underscores the growing significance of the BRICS grouping, a partnership founded on the principles of cooperation and mutual respect among the states. This gathering also emphasizes the bloc’s dedication to fostering closer and more productive consultations and coordination with friendly and influential nations, beyond our group, to collectively advance our shared goals.

Ladies and gentlemen,
Our gathering today comes amid a precarious global landscape, characterized by intricate crises and challenges, witnessing a serious threat to the integrity and credibility of the multilateral international order and plagued by protectionism and unilateral policies. Amidst this prevailing fragmentation, Egypt advocates for the urgent need for solidarity among developing nations and the vital importance of forging closer South-South cooperation, as a key strategy to address the ongoing challenges. Egypt has consistently played a leading role in invigorating cooperation among developing countries, and has worked diligently to advance the interests and priorities of the Global South across various international arenas.

When addressing global challenges and crises, the current crisis in the Middle East, fueled by Israel’s persistent war, must be an essential aspect of any related discussion. Israel’s war has been raging for over a year against the besieged Palestinian people in the Gaza Strip, who have been enduring unspeakable forms of killing and terror. This, coupled with the expansion of the Israeli aggression into Lebanese territories, is a stark testament to the abandonment of and disregard for principles, the prevalence of double standards and the lack of accountability and justice, in our world and international system today, in the face of violations of international covenants and humanitarian law. This has resulted in an unprecedented humanitarian catastrophe and the ongoing expansion of the war. These developments demonstrate the imperative need for concerted international efforts to end the outrageous escalation in the region and prevent a slide into a full-scale war, particularly in light of the expansion of the conflicts into other countries in the region, their negative impact on maritime traffic in the Gulf of Aden and the Red Sea, and the disruption of international trade and the global supply chain.

Your Majesties and Excellencies,
Egypt highly appreciates BRICS Plus grouping as a platform to cultivate closer cooperation and consultations between the BRICS grouping and the Global South. In this regard, I would like to highlight the following points:
First:
It is crucial to leverage multilateral development banks to provide developing nations with greater access to concessional financing, notably climate finance. In this regard, we shall underscore the key role of the “New Development Bank” (NDB) and the “Asian Infrastructure Investment Bank” (AIIB) in offering the crucial concessional financing to enable developing countries to undertake development projects in multiple sectors.
Second:
We need to take full advantage the BRICS Plus meetings to boost South-South cooperation, promote knowledge sharing in an array of domains and implement mutually-beneficial joint projects. Here, I would like to reaffirm Egypt’s full dedication to fostering partnerships and initiatives aimed at enhancing technical cooperation and capacity-building projects with interested countries, and remains committed to sustaining these efforts.
Third:
It is imperative to maintain cooperation and consultations among developing nations to safeguard the effectiveness of the multilateral international system and to collectively oppose endeavors to impose unilateral policies that are detrimental to the interests of our nations.

Ladies and gentlemen,
At the conclusion, I would like to reiterate Egypt’s full commitment to promoting joint action and collaboration among BRICS Plus member states and the Global South to achieve our shared objectives and fulfil the aspirations of our peoples for a better future.
Thank you",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089595473018408,1,2025-05-31T21:47:58+00:00,2685142768451987,Beit-Salam - Présidence de l'Union des Comores,beitsalam,Comoros,https://www.facebook.com/beitsalam,"🆕Journée de l’Afrique 2025 | Moroni – 31 mai 2025

En cette Journée de l’Afrique, Son Excellence le Président AZALI Assoumani,  a livré un message fort à la Nation et au continent africain.

Dans un discour  il a rappelé : le rôle historique de l’Union Africaine,  la nécessité d’une justice réparatrice pour les Africains et les personnes d’ascendance africaine,  l’urgence d’une paix durable pour la Palestine, la place de l’Afrique dans le G20 comme acteur mondial, et la détermination de l’Union des Comores à œuvrer pour la réintégration de Mayotte dans son giron naturel.

Quelques Extraite de son discours :
“L’Afrique est toujours en attente d’une justice réparatrice, et ces injustices persistent aujourd’hui encore, notamment avec le génocide commis par Israël contre le peuple palestinien, avec la complicité de la communauté internationale.”

“Nous ne remercierons jamais assez l’accompagnement constant de l’Afrique dans la détermination de l’Union des Comores à faire respecter son unité, avec la réintégration de l’île de Mayotte dans son giron naturel.”

Le Président a aussi salué l’engagement de la jeunesse et des femmes africaines comme piliers d’un avenir prospère, en appelant à une solidarité renforcée pour bâtir une Afrique souveraine, unie et résiliente.

#JournéeDeLAfrique #UnionAfricaine #Comores #Mayotte #JusticePourLaPalestine #Agenda2063 #AfriqueSouveraine #AzaliAssoumani",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750830927899439,0,2025-11-08T15:08:01+00:00,1378721042729064,South African Government,GovernmentZA,South Africa,https://www.facebook.com/GovernmentZA/,"#SAinVaticanCity | 📸📸The meeting with His Holiness Pope Leo is of particular significance as it represents South Africa’s first high-level engagement with the newly appointed Pontiff. His ascension to papacy on 08 May 2025 provides an important opportunity to reaffirm and strengthen bilateral relations with the Holy See at the outset of his leadership.

#GoVZAUpdates 

Source📸📸: VaticanMedia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422003446375231,1,2025-06-09T07:32:44+00:00,1022824378806166,Presidência da República - Angola,PresidedaRepublica,Angola,https://www.facebook.com/@PresidedaRepublica,A SEMANA DO PRESIDENTE | de 2 a 6 de Junho de 2025 | Facto relevante: primeira visita de trabalho à Província do Moxico Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321231146705295,1,2025-08-09T15:00:04+00:00,1281311486042564,المكتب الإعلامي لرئيس حكومة الوحدة الوطنية,pmGNUmedia,Libya,https://www.facebook.com/pmGNUmedia,"رئيس الوزراء Abdulhamid Aldabaiba- عبدالحميد الدبيبة ""في ذكرى تأسيس الجيش الليبي، نؤكد أن قوة الدولة واستقرارها لا يقومان إلا على جيش وطني موحّد، تحت راية القانون، يحمي الوطن ويصون سيادته.

إن المعركة من أجل ترسيخ جيش محترف، وإنهاء المظاهر الخارجة عن سلطته، حتى يصبح السلاح بيد الدولة وحدها، خيار لن نحيد عنه، وسبيل نمضي فيه بخطى ثابتة، مدركين أن حضور الدولة بكامل قوتها وأدواتها وهيبتها عبر مؤسساتها النظامية فقط هو الضمانة الحقيقية لاستمرار مسار الاستقرار.

ورغم ما تمر به بلادنا من أزمات وتحديات، فإن البوصلة لم تتغير، والغاية واضحة: دولة قوية، بجيشها، وقوانينها، وشعبها.

في هذه المناسبة الوطنية، أهنئ جميع ضباطنا وضباط الصف وجنودنا وقياداتنا النظامية، أبناء المؤسسة العسكرية الحقيقيين، وأشد على عزيمتهم طوال السنوات الماضية وعملهم وجهدهم حتى باتت المؤسسة اليوم قادرة وفاعلة في وجه كل المجرمين، متمسكة براية الوطن وواجب الدفاع عنه، عن المواطن، عن القانون.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797739888275119,1,2024-05-01T17:29:52+00:00,1441895789701628,BWgovernment,BotswanaGovernment,Botswana,https://www.facebook.com/BotswanaGovernment/,"REFLECTIONS: LABOUR DAY
1 MAY 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6198E+16,0,2024-02-16T09:26:32+00:00,868553364646643,رئاسة مجلس الوزراء المصري,EgyptianCabinet,Egypt,https://www.facebook.com/EgyptianCabinet/,"بيان صادر عن وزارة الصحة والسكان:

وزير الصحة يستقبل وفد الجمعية التركية لزراعة الأعضاء لبحث التعاون وتبادل الخبرات 

استقبل الدكتور خالد عبدالغفار ، وزير الصحة والسكان، وفدا من الجمعية التركية لزراعة الأعضاء، لبحث سبل التعاون وتبادل الخبرات في هذا المجال، وذلك بمقر الوزارة في العاصمة الإدارية الجديدة.

وأوضح الدكتور حسام عبدالغفار، المتحدث الرسمي لوزارة الصحة والسكان، أن الوزير رحب بأعضاء الجمعية التركية التي تضم نخبة من المتخصصين في مجالات الرعاية الحرجة والعاجلة والتمريض، وأمراض الكلى والكبد، وجراحي زراعة الأعضاء، مشيدا بوجود جمعية تركية غير هادفة للربح تضم هذه الكوكبة من الخبراء.

وتابع «عبدالغفار» أن الوزير تطرق إلى خبرات الدولة المصرية في مجال زراعة الأعضاء، ولاسيما زراعة الكلى والكبد، حيث حققت مصر نجاحات ملموسة في هذا المجال، مؤكدا على ضرورة تبادل الخبرات  بين الجانبين المصري والتركي، خاصة وأن تركيا تعد إحدى الدول الرائدة في هذا المجال، على مستوى أوروبا. 

ولفت «عبدالغفار» إلى أن الوزير ناقش مع أعضاء الجمعية التركية سبل تبادل الخبرات بين المتخصصين في كافة التخصصات الطبية، ولاسيما الرعاية الحرجة والعاجلة والتمريض، وأن يتم التشارك في الأبحاث العلمية وتدريب الأطباء وبناء قدراتهم، ووضع استراتيجيات موحدة وأطر منظمة مع وضع خطط زمنية لبدء العمل الفعلي، مضيفا أن الوزير اقترح أن يتم تأسيس جمعية مصرية متخصصة في زراعة الأعضاء على غرار نموذج الجمعية التركية بما يعود بالنفع على صحة المواطن وينقذ العديد من الأرواح.

حضر الاجتماع الدكتور أشرف عبدالعليم مساعد وزير الصحة والسكان لنظم المعلومات والتحول الرقمي، والدكتور محمد مصطفى عبدالغفار، رئيس الهيئة العامة للمستشفيات والمعاهد التعليمية، والدكتور شريف وديع، مستشار وزير الصحة والسكان لشئون الطوارئ والرعاية العاجلة، والدكتور هشام زكي، رئيس الإدارة المركزية للتراخيص الطبية، والدكتور حاتم عامر، معاون وزير الصحة والسكان للعلاقات الدولية والدكتور محمد صلاح، مدير معهد الكلى، والدكتور أحمد الصباغ، أستاذ زراعة الكبد بجامعة المنصورة، والدكتور باسم صلاح، مدير مركز غنيم للكلى بالمنصورة، والدكتورة مي حسب الله، رئيس الجمعية المصرية لأمراض الكلى، والدكتور مجد زكريا، أستاذ جراحة المخ والأعصاب بجامعة كلية طب عين شمس، الدكتور عمرو عبدالعال أستاذ زراعة الكبد بجامعة عين شمس.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
